customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID188,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),48.5,2134.0,0
ID189,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,49.5,2227.5,0
ID190,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,50.5,2323.0,0
ID191,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),51.5,2420.5,0
ID192,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),52.5,2520.0,0
ID193,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.5,2621.5,0
ID194,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,54.5,2725.0,0
ID195,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.5,2830.5,0
ID196,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.5,2938.0,0
ID197,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57.5,3047.5,0
ID198,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,58.5,3159.0,0
ID199,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,3272.5,0
ID200,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),60.5,3388.0,0
ID201,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,61.5,3505.5,0
ID202,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,62.5,3625.0,0
ID203,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),63.5,3746.5,0
ID204,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),64.5,3870.0,0
ID205,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.5,3995.5,0
ID206,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,66.5,4123.0,0
ID207,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.5,4252.5,0
ID208,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.5,4384.0,0
ID209,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,69.5,4517.5,0
ID210,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,70.5,4653.0,0
ID211,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.5,4790.5,0
ID212,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),72.5,4930.0,0
ID213,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.5,5071.5,0
ID214,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.5,5215.0,0
ID215,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.5,5360.5,0
ID216,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),76.5,0.0,0
ID217,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.5,77.5,0
ID218,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,78.5,157.0,0
ID219,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),79.5,238.5,0
ID220,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.5,322.0,0
ID221,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,81.5,407.5,0
ID222,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,82.5,495.0,0
ID223,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.5,584.5,0
ID224,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),84.5,676.0,0
ID225,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,85.5,769.5,0
ID226,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,86.5,865.0,0
ID227,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),87.5,962.5,0
ID228,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),88.5,1062.0,0
ID229,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,1163.5,0
ID230,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,90.5,1267.0,0
ID231,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.5,1372.5,0
ID232,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.5,1480.0,0
ID233,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,1589.5,0
ID234,Female,1,No,Yes,18,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,94.5,1701.0,0
ID235,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.5,1814.5,0
ID236,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),96.5,1930.0,0
ID237,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,97.5,2047.5,0
ID238,Female,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.5,2167.0,0
ID239,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),99.5,2288.5,0
ID240,Female,1,No,Yes,24,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),20.5,492.0,0
ID241,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,21.5,537.5,0
ID242,Female,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,22.5,585.0,0
ID243,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),23.5,634.5,0
ID244,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24.5,686.0,0
ID245,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,25.5,739.5,0
ID246,Female,1,No,Yes,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,26.5,795.0,0
ID247,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.5,852.5,0
ID248,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),28.5,912.0,0
ID249,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,29.5,973.5,0
ID250,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,30.5,1037.0,0
ID251,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),31.5,1102.5,0
ID252,Female,1,No,Yes,36,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),32.5,1170.0,0
ID253,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,33.5,1239.5,0
ID254,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,34.5,1311.0,0
ID255,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.5,1384.5,0
ID256,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),36.5,1460.0,0
ID257,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,37.5,1537.5,0
ID258,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,38.5,1617.0,0
ID259,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.5,1698.5,0
ID260,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),40.5,1782.0,0
ID261,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,41.5,1867.5,0
ID262,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,42.5,1955.0,0
ID263,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),43.5,2044.5,0
ID264,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),44.5,2136.0,0
ID265,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.5,2229.5,0
ID266,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,46.5,2325.0,0
ID267,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.5,2422.5,0
ID268,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),48.5,2522.0,0
ID269,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,49.5,2623.5,0
ID270,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,50.5,2727.0,0
ID271,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.5,2832.5,0
ID272,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),52.5,2940.0,0
ID273,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,53.5,3049.5,0
ID274,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,54.5,3161.0,0
ID275,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),55.5,3274.5,0
ID276,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),56.5,3390.0,0
ID277,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.5,3507.5,0
ID278,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,58.5,3627.0,0
ID279,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.5,3748.5,0
ID280,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.5,3872.0,0
ID281,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,61.5,3997.5,0
ID282,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,62.5,4125.0,0
ID283,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.5,4254.5,0
ID284,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),64.5,4386.0,0
ID285,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,65.5,4519.5,0
ID286,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,66.5,4655.0,0
ID287,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.5,4792.5,0
ID288,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),68.5,0.0,0
ID289,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.5,69.5,0
ID290,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,70.5,141.0,0
ID291,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.5,214.5,0
ID292,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.5,290.0,0
ID293,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,73.5,367.5,0
ID294,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,74.5,447.0,0
ID295,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.5,528.5,0
ID296,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),76.5,612.0,0
ID297,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,77.5,697.5,0
ID298,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.5,785.0,0
ID299,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),79.5,874.5,0
ID300,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),80.5,966.0,0
ID301,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.5,1059.5,0
ID302,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,82.5,1155.0,0
ID303,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.5,1252.5,0
ID304,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.5,1352.0,0
ID305,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,85.5,1453.5,0
ID306,Female,1,No,Yes,18,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,86.5,1557.0,0
ID307,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.5,1662.5,0
ID308,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),88.5,1770.0,0
ID309,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,89.5,1879.5,0
ID310,Female,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,90.5,1991.0,0
ID311,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.5,2104.5,0
ID312,Female,1,No,Yes,24,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),92.5,2220.0,0
ID313,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.5,2337.5,0
ID314,Female,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,94.5,2457.0,0
ID315,Male,0,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.5,2578.5,0
ID316,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.5,2702.0,0
ID317,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,97.5,2827.5,0
ID318,Female,1,No,Yes,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,98.5,2955.0,0
ID319,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.5,3084.5,0
ID320,Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),20.5,656.0,0
ID321,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,21.5,709.5,0
ID322,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,22.5,765.0,0
ID323,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),23.5,822.5,0
ID324,Female,1,No,Yes,36,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),24.5,882.0,0
ID325,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25.5,943.5,0
ID326,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,26.5,1007.0,0
ID327,Male,0,Yes,No,39,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.5,1072.5,0
ID328,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),28.5,1140.0,0
ID329,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,29.5,1209.5,0
ID330,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,30.5,1281.0,0
ID331,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.5,1354.5,0
ID332,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),32.5,1430.0,0
ID333,Male,0,Yes,No,45,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,33.5,1507.5,0
ID334,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,34.5,1587.0,0
ID335,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),35.5,1668.5,0
ID336,Female,1,No,Yes,48,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),36.5,1752.0,0
ID337,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.5,1837.5,0
ID338,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,38.5,1925.0,0
ID339,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),39.5,2014.5,0
ID340,Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),40.5,2106.0,0
ID341,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,41.5,2199.5,0
ID342,Female,1,No,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,42.5,2295.0,0
ID343,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.5,2392.5,0
ID344,Female,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),44.5,2492.0,0
ID345,Male,0,Yes,No,57,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,45.5,2593.5,0
ID346,Female,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,46.5,2697.0,0
ID347,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),47.5,2802.5,0
ID348,Female,1,No,Yes,60,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),48.5,2910.0,0
ID349,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.5,3019.5,0
ID350,Female,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,50.5,3131.0,0
ID351,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.5,3244.5,0
ID352,Female,1,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),52.5,3360.0,0
ID353,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,53.5,3477.5,0
ID354,Female,1,No,Yes,66,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,54.5,3597.0,0
ID355,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.5,3718.5,0
ID356,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),56.5,3842.0,0
ID357,Male,0,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,57.5,3967.5,0
ID358,Female,1,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,58.5,4095.0,0
ID359,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),59.5,4224.5,0
ID360,Female,1,No,Yes,0,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),60.5,0.0,0
ID361,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.5,61.5,0
ID362,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,62.5,125.0,0
ID363,Male,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.5,190.5,0
ID364,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.5,258.0,0
ID365,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,65.5,327.5,0
ID366,Female,1,No,Yes,6,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,66.5,399.0,0
ID367,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.5,472.5,0
ID368,Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),68.5,548.0,0
ID369,Male,0,Yes,No,9,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,69.5,625.5,0
ID370,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,70.5,705.0,0
ID371,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),71.5,786.5,0
ID372,Female,1,No,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.5,870.0,0
ID373,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.5,955.5,0
ID374,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,74.5,1043.0,0
ID375,Male,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,1132.5,0
